Bins	Frequencies
-5.810751621585581	0.10244539561981372
-5.682455154248799	0.13575805923045245
-5.554158686912016	0.17730933857275574
-5.425862219575235	0.20668179465955427
-5.2975657522384525	0.2686505129890238
-5.169269284901671	0.3137837991711777
-5.040972817564889	0.3700213065568822
-4.912676350228107	0.3796927250244844
-4.784379882891325	0.40584137495541595
-4.6560834155545425	0.4678100932848869
-4.527786948217761	0.5004063555275516
-4.399490480880979	0.48392912406422495
-4.271194013544196	0.5441068389737697
-4.142897546207415	0.4867947295361112
-4.014601078870633	0.4692428960208234
-3.8863046115338507	0.4373630351461293
-3.7580081441970687	0.3940207523839003
-3.629711676860287	0.36357369424514435
-3.501415209523505	0.293366360184013
-3.373118742186723	0.2450092678459889
-3.244822274849941	0.19378657003608118
-3.1165258075131588	0.13934006607030655
-2.988229340176377	0.10244539561981407
-2.859932872839595	0.07199833748105815
-2.731636405502813	0.04549148686614121
-2.603339938166031	0.030088857454770464
-2.475043470829249	0.015044428727385284
-2.346747003492467	0.008596816415648734
-2.218450536155685	0.00537301025978044
-2.0901540688189026	0.002507404787897556
-1.9618576014821212	0.0007164013679707266

Bins	Frequencies
-6.1004768600233525	0.0015159421071806855
-5.987211784866474	0.0015159421071806855
-5.873946709709596	0.006442753955517914
-5.760681634552718	0.01402246449142145
-5.6474165593958405	0.020465218446939253
-5.534151484238962	0.030318842143613713
-5.420886409082084	0.053815944804914334
-5.307621333925206	0.079586960626986
-5.194356258768328	0.10687391855623918
-5.08109118361145	0.14211957254818927
-4.967826108454572	0.1947985607727181
-4.854561033297694	0.24747754899724692
-4.741295958140816	0.3350232056869315
-4.628030882983937	0.4017246584028817
-4.514765807827059	0.45970944400254293
-4.401500732670181	0.5680993046659664
-4.288235657513304	0.6431384389714059
-4.174970582356425	0.6480652508197431
-4.061705507199547	0.718935544330443
-3.9484404320426694	0.7666877207066317
-3.835175356885791	0.6564029324092369
-3.721910281728913	0.6726993100614318
-3.608645206572035	0.565825391505191
-3.495380131415157	0.4544036466274105
-3.3821150562582787	0.3623101636161853
-3.268849981101401	0.25013044768481313
-3.1555849059445227	0.16675363178987543
-3.0423198307876445	0.12127536857445531
-2.9290547556307667	0.06897536587672119
-2.8157896804738884	0.03676159609913163
-2.70252460531701	0.020844203973734512
-2.5892595301601324	0.004926811848337228
-2.475994455003254	0.0053057973751324
-2.362729379846376	0.0011369565803855187
-2.249464304689498	0.0007579710535903427

